"SYMBOL","COMPANY","NAME(S) OF THE ACQUIRER AND ITS (PAC)","DATE OF ACQUISITION / SALE OF SHARES / VR / DATE OF RECEIPT OF INTIMATION OF","TOTAL ACQUISTION (SHARES/VOTING RIGHTS/WARRANTS/ CONVERTIBLE SECURITIES/ ANY OTHER INSTRUMENT)","TOTAL SALE (SHARES/VOTING RIGHTS/WARRANTS/ CONVERTIBLE SECURITIES/ANY OTHER INSTRUMENT)","TOTAL AFTER ACQUISITION/SALE (SHARES/VOTING RIGHTS/WARRANTS/ CONVERTIBLE SECURITIES/ANY OTHER INSTRUMENT)","REGULATION","BROADCAST DATE/ TIME"
"MARSHALL","Marshall Machines Limited","Ashish Ramchandra Kacholia","16-JUN-2020 to 23-JUN-2020",,"321000","510000","Reg29(2)","05-Feb-2021, 22-06"
"MARSHALL","Marshall Machines Limited","Ashish Ramchandra Kacholia","15-JUN-2020 to 15-JUN-2020",,"69000","831000","Reg29(2)","05-Feb-2021, 22-06"
"AMJUMBO","A and M Jumbo Bags Limited","CHETANKUMAR DINESHKUMAR RATHOD","20-JAN-2021 to 20-JAN-2021","560000",,"560000","Reg29(1)","05-Feb-2021, 22-04"
"AMJUMBO","A and M Jumbo Bags Limited","Vatsal A Kothari","20-JAN-2021 to 20-JAN-2021",,,"632600","Reg29(1)","05-Feb-2021, 22-04"
"SINTERCOM","Sintercom India Limited","MIBA SINTER HOLDING GMBH and CO KG","04-FEB-2021 to 04-FEB-2021","0",,"15674820","Reg29(2)","05-Feb-2021, 22-02"
"THYROCARE","Thyrocare Technologies Limited","Arisaig Asia Consumer Fund Limited along with PAC","03-FEB-2021 to 03-FEB-2021","169405",,"2716434","Reg29(2)","05-Feb-2021, 22-02"
"ZEELEARN","Zee Learn Limited","L&T Finance Limited","18-NOV-2020 to 18-NOV-2020","9602667",,"9602667","Reg29(1)","05-Feb-2021, 19-04"
"ZEELEARN","Zee Learn Limited","L&T Infrastructure Finance Company Limited","18-NOV-2020 to 18-NOV-2020","12560000",,"12560000","Reg29(1)","05-Feb-2021, 19-04"
"MFSL","Max Financial Services Limited","IDBI Trusteeship Services Limited","29-JAN-2021 to 29-JAN-2021","250000",,"8894364","Reg29(2)","05-Feb-2021, 19-02"
"MFSL","Max Financial Services Limited","IDBI Trusteeship Services Limited","04-FEB-2021 to 04-FEB-2021","440000",,"9334364","Reg29(2)","05-Feb-2021, 18-58"
"ZEEMEDIA","Zee Media Corporation Limited","L&T Finance Limited","18-NOV-2020 to 18-NOV-2020","12488667",,"12488667","Reg29(1)","05-Feb-2021, 18-58"
"ZEEMEDIA","Zee Media Corporation Limited","L&T Infrastructure Finance Company Limited","18-NOV-2020 to 18-NOV-2020","12910000",,"12910000","Reg29(1)","05-Feb-2021, 18-58"
"SHRENIK","Shrenik Limited","Mr. Kaivan Vimawala","03-FEB-2021 to 04-FEB-2021",,"246545","22664552","Reg29(2)","05-Feb-2021, 18-54"
"ZEEMEDIA","Zee Media Corporation Limited","L&T Finance Limited","18-NOV-2020 to 18-NOV-2020","12488667",,"12488667","Reg29(1)","05-Feb-2021, 18-54"
"ZEEMEDIA","Zee Media Corporation Limited","L&T Infrastructure Finance Company Limited","18-NOV-2020 to 18-NOV-2020","12910000",,"12910000","Reg29(1)","05-Feb-2021, 18-54"
"AMJUMBO","A and M Jumbo Bags Limited","Jigneshkumar Ambalia","20-JAN-2021 to 20-JAN-2021","1500000",,"1500000","Reg29(1)","05-Feb-2021, 18-52"
"VMART","V-Mart Retail Limited","MMPL Trust","03-FEB-2021 to 03-FEB-2021",,,"1314","Reg29(2)","05-Feb-2021, 18-52"
"VMART","V-Mart Retail Limited","Konark Trust","03-FEB-2021 to 03-FEB-2021",,,"15116","Reg29(2)","05-Feb-2021, 18-52"
"VMART","V-Mart Retail Limited","Jwalamukhi Investment Holdings","03-FEB-2021 to 03-FEB-2021",,,"1498624","Reg29(2)","05-Feb-2021, 18-52"
"BBL","Bharat Bijlee Limited","Hardik B. Patel along with PAC","02-FEB-2021 to 02-FEB-2021","5000",,"283791","Reg29(2)","05-Feb-2021, 18-50"
"JSWHL","JSW Holdings Limited","Aquarius India Opportunities Fund and The Indiaman Fund (Mauritius) Limited","30-NOV-2020 to 30-NOV-2020","14750",,"795098","Reg29(2)","05-Feb-2021, 18-50"
"AVROIND","AVRO INDIA LIMITED","Sushil Kumar Aggarwal","03-FEB-2021 to 03-FEB-2021","36000",,"826000","Reg29(2)","05-Feb-2021, 18-44"
"KNRCON","KNR Constructions Limited","ICICI Prudential Mutual Fund under its Scheme","01-FEB-2021 to 01-FEB-2021",,"475168","6859280","Reg29(2)","05-Feb-2021, 18-44"
"MAHICKRA","Mahickra Chemicals Limited","Nimit Miteshkumar Gandhi","03-FEB-2021 to 03-FEB-2021","1500",,"57000","Reg29(2)","05-Feb-2021, 18-44"
"ORIENTALTL","Oriental Trimex Limited","Elite Stonetech Private Limited","01-FEB-2021 to 01-FEB-2021",,"1150000","1350000","Reg29(2)","05-Feb-2021, 18-44"
"PAR","Par Drugs And Chemicals Limited","Vallabhbhai J. Savani","03-FEB-2021 to 03-FEB-2021","4000",,"1195236","Reg29(2)","05-Feb-2021, 18-44"
"ZEELEARN","Zee Learn Limited","L&T Infrastructure Finance Company Limited","18-NOV-2020 to 18-NOV-2020","12560000",,"12560000","Reg29(1)","05-Feb-2021, 18-10"
"ZEELEARN","Zee Learn Limited","L&T Finance Limited","18-NOV-2020 to 18-NOV-2020","9602667",,"9602667","Reg29(1)","05-Feb-2021, 18-10"
"MAHICKRA","Mahickra Chemicals Limited","Chintan Ashishkumar Gandhi","04-FEB-2021 to 04-FEB-2021","1500",,"69000","Reg29(2)","05-Feb-2021, 16-54"
"FRETAIL","Future Retail Limited","Future Corporate Resources Private Limited","25-NOV-2020 to 02-FEB-2021",,"35267050","118938677","Reg29(2)","05-Feb-2021, 15-08"
"PVR","PVR Limited","Multiples Private Equity Fund I Limited","02-FEB-2021 to 02-FEB-2021",,"878153","0","Reg29(2)","05-Feb-2021, 15-06"
"PVR","PVR Limited","Multiples Private Equity Fund","02-FEB-2021 to 02-FEB-2021",,"301309","0","Reg29(2)","05-Feb-2021, 15-06"
"FRETAIL","Future Retail Limited","Vistra ITCL (India) Limited","02-FEB-2021 to 02-FEB-2021",,"0","65232692","Reg29(2)","04-Feb-2021, 20-08"
"FCONSUMER","Future Consumer Limited","Vistra ITCL (India) Limited","02-FEB-2021 to 02-FEB-2021",,"0","447239338","Reg29(2)","04-Feb-2021, 20-06"
"FRETAIL","Future Retail Limited","Vistra ITCL (India) Limited","02-FEB-2021 to 02-FEB-2021",,"0","65232692","Reg29(2)","04-Feb-2021, 20-06"
"FEL","Future Enterprises Limited","Vistra ITCL (India) Limited","02-FEB-2021 to 02-FEB-2021",,"0","95545812","Reg29(2)","04-Feb-2021, 18-52"
"SHRENIK","Shrenik Limited","Shrenik Vimawala","04-FEB-2021 to 04-FEB-2021",,"2500000","372909000","Reg29(2)","04-Feb-2021, 18-38"
"PVR","PVR Limited","Gray Birch Investment Ltd","03-FEB-2021 to 03-FEB-2021",,"972487","2206743","Reg29(2)","04-Feb-2021, 18-36"
"PVR","PVR Limited","Berry Creek Investment Ltd","03-FEB-2021 to 03-FEB-2021",,"1177513","2671860","Reg29(2)","04-Feb-2021, 18-36"
"BHAGERIA","Bhageria Industries Limited","Mr. Aditya Bhageria","02-FEB-2021 to 03-FEB-2021","1130",,"88529","Reg29(2)","04-Feb-2021, 18-34"
"TIRUPATIFL","Tirupati Forge Limited","OmShanti Heights Private Limited","01-FEB-2021 to 04-FEB-2021","89497",,"566297","Reg29(1)","04-Feb-2021, 18-34"
"KNRCON","KNR Constructions Limited","ICICI Prudential Mutual Fund under its scheme","01-FEB-2021 to 01-FEB-2021",,"475168","6859280","Reg29(2)","04-Feb-2021, 18-32"
"FCONSUMER","Future Consumer Limited","Future Capital Investment Private Limited","02-SEP-2020 to 02-FEB-2021",,"476327071","287514893","Reg29(2)","04-Feb-2021, 16-04"
"FEL","Future Enterprises Limited","Central Departmental Stores Private Limited","02-FEB-2021 to 02-FEB-2021",,"74983563","93767852","Reg29(2)","04-Feb-2021, 16-02"
"PAR","Par Drugs And Chemicals Limited","Ghanshyambha Bhagvanbhai Savani","03-FEB-2021 to 03-FEB-2021","4000",,"384642","Reg29(2)","04-Feb-2021, 16-00"
"PAR","Par Drugs And Chemicals Limited","Jignesh Vallabhbhai Savani","03-FEB-2021 to 03-FEB-2021","4000",,"1334220","Reg29(2)","04-Feb-2021, 15-58"
"DUCON","Ducon Infratechnologies Limited","Atul Kumar","01-FEB-2021 to 01-FEB-2021","15000000",,"15000000","Reg29(1)","04-Feb-2021, 12-36"
"KNRCON","KNR Constructions Limited","ICICI Prudential Mutual Fund under its scheme","01-FEB-2021 to 01-FEB-2021",,"475168","6859280","Reg29(2)","03-Feb-2021, 20-06"
"INDIGOPNTS","Indigo Paints Limited","White Oak Capital Management Consultants LLP","02-FEB-2021 to 02-FEB-2021","2350853",,"2418982","Reg29(1)","03-Feb-2021, 19-54"
"MAHICKRA","Mahickra Chemicals Limited","Romil  Miteshkumar  Gandhi","01-FEB-2021 to 01-FEB-2021","1500",,"51000","Reg29(2)","03-Feb-2021, 19-54"
"MAHICKRA","Mahickra Chemicals Limited","Mitesh C. Gandhi","01-FEB-2021 to 01-FEB-2021","1500",,"594028","Reg29(2)","03-Feb-2021, 19-54"
"DUCON","Ducon Infratechnologies Limited","Arun Govil","01-FEB-2021 to 01-FEB-2021","57000000",,"115442569","Reg29(2)","03-Feb-2021, 19-52"
"AVROIND","AVRO INDIA LIMITED","Sushil Kumar Aggarwal","03-FEB-2021 to 03-FEB-2021","36000",,"826000","Reg29(2)","03-Feb-2021, 17-46"
"SHRENIK","Shrenik Limited","Shrenik Vimawala","01-FEB-2021 to 01-FEB-2021",,"1150000","375409000","Reg29(2)","03-Feb-2021, 17-46"
"EMAMILTD","Emami Limited","IDBI Trusteeship Services Limited","02-FEB-2021 to 02-FEB-2021",,"9600000","18360000","Reg29(2)","03-Feb-2021, 17-34"
"TATAMOTORS","Tata Motors Limited","Tata Sons Private Limited","29-JAN-2021 to 29-JAN-2021","231333871",,"1452113801","Reg29(2)","03-Feb-2021, 17-00"
"DUCON","Ducon Infratechnologies Limited","Atul Kumar","01-FEB-2021 to 01-FEB-2021","15000000",,"15000000","Reg29(1)","03-Feb-2021, 16-42"
"NBVENTURES","Nava Bharat Ventures Limited","IDFC Mutual Fund","01-FEB-2021 to 01-FEB-2021",,"129882","5190439","Reg29(2)","03-Feb-2021, 16-42"
"BBL","Bharat Bijlee Limited","Hardik B. Patel","02-FEB-2021 to 02-FEB-2021","5000",,"283791","Reg29(1)","03-Feb-2021, 16-40"
"HINDCON","Hindcon Chemicals Limited","Sanjay Goena & Others (HUF)","01-FEB-2021 to 01-FEB-2021","12000",,"511000","Reg29(2)","03-Feb-2021, 16-40"
"DUCON","Ducon Infratechnologies Limited","Arun Govil","01-FEB-2021 to 01-FEB-2021","57000000",,"115442569","Reg29(2)","03-Feb-2021, 14-46"
"DUCON","Ducon Infratechnologies Limited","Atul Kumar","01-FEB-2021 to 01-FEB-2021","15000000",,"15000000","Reg29(1)","02-Feb-2021, 19-18"
"BHAGERIA","Bhageria Industries Limited","Mr. Aditya Bhageria","01-FEB-2021 to 01-FEB-2021","2399",,"87399","Reg29(2)","02-Feb-2021, 17-42"
"JBFIND","JBF Industries Limited","Blue Diamond Properties Pvt Ltd","01-JAN-2021 to 01-JAN-2021",,"762800","3338318","Reg29(2)","02-Feb-2021, 16-12"
"KDDL","KDDL Limited","Usha Devi Saboo","29-JAN-2021 to 29-JAN-2021",,"281380","169800","Reg29(2)","02-Feb-2021, 16-12"
"KDDL","KDDL Limited","Rajendra Kumar Saboo","29-JAN-2021 to 29-JAN-2021",,"192822","1540850","Reg29(2)","02-Feb-2021, 16-12"
"DUCON","Ducon Infratechnologies Limited","Atul Kumar","01-FEB-2021 to 01-FEB-2021","15000000",,"15000000","Reg29(1)","02-Feb-2021, 14-12"
"ADFFOODS","ADF Foods Limited","Infinity Direct Holdings","05-JAN-2021 to 28-JAN-2021","500000",,"2500000","Reg29(1)","02-Feb-2021, 13-12"
"SINTERCOM","Sintercom India Limited","BRN Industries Limited","28-JAN-2021 to 28-JAN-2021","6122120",,"15674820","Reg29(2)","02-Feb-2021, 13-10"
"SINTERCOM","Sintercom India Limited","Mr. Jignesh Vasantrai Raval","28-JAN-2021 to 28-JAN-2021","14541785",,"15674820","Reg29(2)","02-Feb-2021, 13-10"
"DUCON","Ducon Infratechnologies Limited","Arun Govil","01-FEB-2021 to 01-FEB-2021","116634400",,"175076969","Reg29(1)","02-Feb-2021, 13-06"
"SINTERCOM","Sintercom India Limited","MIBA SINTER HOLDING GMBH & CO KG","28-JAN-2021 to 28-JAN-2021","10685735",,"15674820","Reg29(2)","02-Feb-2021, 12-22"
"SHRENIK","Shrenik Limited","Shrenik Vimawala","20-JAN-2021 to 20-JAN-2021",,"3000000","376559000","Reg29(2)","02-Feb-2021, 12-20"
"JSL","Jindal Stainless Limited","SBICAP Trustee Company Limited","29-JAN-2021 to 29-JAN-2021","13869209",,"287570583","Reg29(2)","02-Feb-2021, 12-18"
"KDDL","KDDL Limited","Yashovardhan Saboo","29-JAN-2021 to 29-JAN-2021","474202",,"1764241","Reg29(2)","02-Feb-2021, 12-16"
"ABFRL","Aditya Birla Fashion and Retail Limited","Flipkart Investments Private Limited","28-JAN-2021 to 28-JAN-2021","73170731",,"73170731","Reg29(1)","01-Feb-2021, 18-16"
"BIRLATYRE","Birla Tyres Limited","Baker Tilly DHC Business Private Limited","29-JAN-2021 to 29-JAN-2021","7901786",,"7901786","Reg29(1)","01-Feb-2021, 11-10"
"KESORAMIND","Kesoram Industries Limited","Baker Tilly DHC Business Private Limited","29-JAN-2021 to 29-JAN-2021","7901786",,"7901786","Reg29(1)","01-Feb-2021, 11-10"
"CONFIPET","Confidence Petroleum India Limited","Essenn LPG Bottling Private Limited","30-JAN-2021 to 30-JAN-2021","497057",,"6929353","Reg29(2)","01-Feb-2021, 10-48"
"DANGEE","Dangee Dums Limited","AEML Investments Limited","29-JAN-2021 to 29-JAN-2021","34858",,"582000","Reg29(2)","01-Feb-2021, 10-48"
"VIKASECO","Vikas EcoTech Limited","Vikas Garg","19-NOV-2020 to 19-NOV-2020",,"15500000","12344711","Reg29(2)","01-Feb-2021, 10-46"
"VIKASECO","Vikas EcoTech Limited","Nand Kishore Garg","19-NOV-2020 to 19-NOV-2020",,"950000","32775","Reg29(2)","01-Feb-2021, 10-46"
"VIKASECO","Vikas EcoTech Limited","Ketav Multicorp Private Limited","19-NOV-2020 to 19-NOV-2020",,"540000","23515","Reg29(2)","01-Feb-2021, 10-46"
"VIDHIING","Vidhi Specialty Food Ingredients Limited","Pravina Bipin Manek","28-JAN-2021 to 28-JAN-2021",,"14500000","3490667","Reg29(2)","01-Feb-2021, 10-44"
"MAHICKRA","Mahickra Chemicals Limited","Romil Miteshkumar Gandhi","28-JAN-2021 to 28-JAN-2021","1500",,"49500","Reg29(2)","01-Feb-2021, 10-36"
"MAHICKRA","Mahickra Chemicals Limited","Komal Miteshkumar Gandhi","28-JAN-2021 to 28-JAN-2021","1500",,"885613","Reg29(2)","01-Feb-2021, 10-36"
"RML","Rane (Madras) Limited","Rane Holdings Limited along with PAC","29-JAN-2021 to 29-JAN-2021","2549936",,"11815955","Reg29(2)","01-Feb-2021, 10-34"
"VIDHIING","Vidhi Specialty Food Ingredients Limited","Pravina Manek Family Private Trust","28-JAN-2021 to 28-JAN-2021","13000000",,"13000000","Reg29(1)","01-Feb-2021, 08-50"
"VIDHIING","Vidhi Specialty Food Ingredients Limited","Bipin Manek Family Private Trust","28-JAN-2021 to 28-JAN-2021","11500000",,"11500000","Reg29(1)","01-Feb-2021, 08-50"
"VIDHIING","Vidhi Specialty Food Ingredients Limited","Manek Family Private Trust","28-JAN-2021 to 28-JAN-2021","1500000",,"1500000","Reg29(1)","01-Feb-2021, 08-50"
"HITECH","Hi-Tech Pipes Limited","SBICAP Trustee Company Limited","29-JAN-2021 to 29-JAN-2021","29600",,"29600","Reg29(1)","01-Feb-2021, 08-48"
"VIDHIING","Vidhi Specialty Food Ingredients Limited","Bipin Madhavji Manek","28-JAN-2021 to 28-JAN-2021",,"11500000","2610333","Reg29(2)","01-Feb-2021, 08-48"
"MITTAL","Mittal Life Style Limited","DENIM FEB (MUMBAI) PRIVATE LIMITED MITTAL BRIJESHKUMAR JAGDISHKUMAR J.K. DENIM FAB PRIVATE LIMITED along with PAC","21-JAN-2021 to 28-JAN-2021",,"256746","5198166","Reg29(2)","29-Jan-2021, 22-26"
"VSSL","Vardhman Special Steels Limited","Sachit Jain","12-MAR-2018 to 27-JAN-2021","740746",,"5159413","Reg29(2)","29-Jan-2021, 22-26"
"ICIL","Indo Count Industries Limited","ELM PARK FUND LIMITED","27-JAN-2021 to 27-JAN-2021","100000",,"9922621","Reg29(2)","29-Jan-2021, 22-24"
"SANWARIA","Sanwaria Consumer Limited","Sanwaria Globfin Pvt Ltd","24-NOV-2020 to 22-DEC-2020",,"108393520","0","Reg29(2)","29-Jan-2021, 22-24"
"SANWARIA","Sanwaria Consumer Limited","Geeta Devi Agrawal","24-NOV-2020 to 22-DEC-2020",,"131200","0","Reg29(2)","29-Jan-2021, 22-24"
"GINNIFILA","Ginni Filaments Limited","Lochan Agro Private Limited","29-JAN-2021 to 29-JAN-2021","5000000",,"5000000","Reg29(1)","29-Jan-2021, 22-20"
"GINNIFILA","Ginni Filaments Limited","Raghukul Trading Private Limited","29-JAN-2021 to 29-JAN-2021","0",,"10005017","Reg29(2)","29-Jan-2021, 22-20"
"GINNIFILA","Ginni Filaments Limited","Raghukul Trading Private Limited","29-JAN-2021 to 29-JAN-2021","10000000",,"10000000","Reg29(2)","29-Jan-2021, 22-20"
"MAHICKRA","Mahickra Chemicals Limited","NIMIT MITESHKUMAR GANDHI","25-JAN-2021 to 25-JAN-2021","3000",,"54000","Reg29(2)","29-Jan-2021, 22-20"
"MAHICKRA","Mahickra Chemicals Limited","NIMIT MITESHKUMAR GANDHI","28-JAN-2021 to 28-JAN-2021","1500",,"55500","Reg29(2)","29-Jan-2021, 22-18"
"MAHICKRA","Mahickra Chemicals Limited","Chintan Ashishkumar Gandhi","28-JAN-2021 to 28-JAN-2021","3000",,"67500","Reg29(2)","29-Jan-2021, 22-18"
"DANGEE","Dangee Dums Limited","AEML Investments Limited","27-JAN-2021 to 27-JAN-2021","23142",,"513142","Reg29(1)","29-Jan-2021, 20-04"
"DANGEE","Dangee Dums Limited","AEML Investments Limited","28-JAN-2021 to 28-JAN-2021","34000",,"547142","Reg29(2)","29-Jan-2021, 20-04"
"BEDMUTHA","Bedmutha Industries Limited","K-FX Services Private Limited","16-JAN-2021 to 16-JAN-2021","5909091",,"5909091","Reg29(1)","29-Jan-2021, 16-30"
"INOXLEISUR","INOX Leisure Limited","ICICI Prudential Mutual Fund","25-JAN-2021 to 25-JAN-2021","26498",,"9544810","Reg29(2)","29-Jan-2021, 14-54"
"LAXMIMACH","Lakshmi Machine Works Limited","Gagandeep Credit Capital Private Limited","27-JAN-2021 to 27-JAN-2021","38000",,"475800","Reg29(2)","28-Jan-2021, 20-18"
"HERCULES","Hercules Hoists Limited","Niraj Bajaj along with PAC","25-JAN-2021 to 25-JAN-2021",,,"22275720","Reg29(2)","28-Jan-2021, 20-16"
"MUNJALSHOW","Munjal Showa Limited","Hitachi Astemo Ltd","01-JAN-2021 to 01-JAN-2021",,"9960027","0","Reg29(2)","28-Jan-2021, 20-16"
"BAJAJELEC","Bajaj Electricals Limited","Niraj Bajaj along with PAC","25-JAN-2021 to 25-JAN-2021",,,"72342278","Reg29(2)","28-Jan-2021, 20-04"
"HINDCON","Hindcon Chemicals Limited","Sanjay Goenka","27-JAN-2021 to 27-JAN-2021","4000",,"1878500","Reg29(2)","28-Jan-2021, 20-04"
"ORTINLABSS","Ortin Laboratories Limited","A Ranga Raju","23-JAN-2021 to 23-JAN-2021",,"157443","145332","Reg29(2)","28-Jan-2021, 20-04"
"PTC","PTC India Limited","CIM Dividend Income Fund Rupert James Philip Morton, as fund manager","25-JAN-2021 to 25-JAN-2021","192000",,"14792000","Reg29(1)","28-Jan-2021, 12-58"
"ANGELBRKG","Angel Broking Limited","ICICI Prudential Mutual Fund","22-JAN-2021 to 22-JAN-2021","76404",,"4158522","Reg29(1)","28-Jan-2021, 12-02"
"CHOLAHLDNG","Cholamandalam Financial Holdings Limited","ICICI Prudential Mutual Fund","22-JAN-2021 to 22-JAN-2021","199340",,"9517525","Reg29(1)","28-Jan-2021, 12-00"
"MAHICKRA","Mahickra Chemicals Limited","Chintan Ashishkumar Gandhi","25-JAN-2021 to 25-JAN-2021","1500",,"64500","Reg29(2)","28-Jan-2021, 12-00"
"MAHICKRA","Mahickra Chemicals Limited","Romil Miteshkumar Gandhi","25-JAN-2021 to 25-JAN-2021","1500",,"48000","Reg29(2)","28-Jan-2021, 11-58"
"ADANITRANS","Adani Transmission Limited","Catalyst Trusteeship Limited acting as Debenture  Trustee  for the benefit  of Debenture Holders","22-JAN-2021 to 22-JAN-2021",,"53380000","0","Reg29(2)","28-Jan-2021, 11-24"
"ORTINLABSS","Ortin Laboratories Limited","Gaddam Balaji","23-JAN-2021 to 23-JAN-2021",,"16994","15686","Reg29(2)","28-Jan-2021, 11-22"
"ORTINLABSS","Ortin Laboratories Limited","Gaddam Srinivasa Rao","23-JAN-2021 to 23-JAN-2021",,"36234","33446","Reg29(2)","28-Jan-2021, 11-22"
"ORTINLABSS","Ortin Laboratories Limited","Alluri Anantha Laxmi","23-JAN-2021 to 23-JAN-2021",,"165892","153130","Reg29(2)","28-Jan-2021, 11-20"
"ORTINLABSS","Ortin Laboratories Limited","Venkata Ramana Gaddam","23-JAN-2021 to 23-JAN-2021",,"398969","368278","Reg29(2)","28-Jan-2021, 11-20"
"ORTINLABSS","Ortin Laboratories Limited","Alluri Maithilli","23-JAN-2021 to 23-JAN-2021",,"168122","155188","Reg29(2)","28-Jan-2021, 11-18"
"ORTINLABSS","Ortin Laboratories Limited","Venkata Ramana Gaddam","23-JAN-2021 to 23-JAN-2021",,"425573","392836","Reg29(2)","28-Jan-2021, 11-18"
"ORTINLABSS","Ortin Laboratories Limited","A Prabhakar Raju","23-JAN-2021 to 23-JAN-2021",,"320806","296127","Reg29(2)","28-Jan-2021, 11-16"
"ORTINLABSS","Ortin Laboratories Limited","A Srinivasa Raju","23-JAN-2021 to 23-JAN-2021",,"204170","188464","Reg29(2)","28-Jan-2021, 11-14"
"ORTINLABSS","Ortin Laboratories Limited","Satyanarayana Raju Bhupathiraju","23-JAN-2021 to 23-JAN-2021",,"257988","238142","Reg29(2)","28-Jan-2021, 11-14"
"ORTINLABSS","Ortin Laboratories Limited","Sanka Mohan Krishna Murthy","23-JAN-2021 to 23-JAN-2021",,"18625","17191","Reg29(2)","28-Jan-2021, 11-12"
"ORTINLABSS","Ortin Laboratories Limited","Sanka Venkata Subbamma","23-JAN-2021 to 23-JAN-2021",,"52650","48600","Reg29(2)","28-Jan-2021, 11-10"
"ORTINLABSS","Ortin Laboratories Limited","Sanka Venkata Ratnamma","23-JAN-2021 to 23-JAN-2021",,"100043","92346","Reg29(2)","28-Jan-2021, 11-10"
"ORTINLABSS","Ortin Laboratories Limited","Sanka Satya Praveen Kumar","23-JAN-2021 to 23-JAN-2021",,"41245","38071","Reg29(2)","27-Jan-2021, 20-22"
"ORTINLABSS","Ortin Laboratories Limited","Sanka Naga Jyothi","23-JAN-2021 to 23-JAN-2021",,"46951","43339","Reg29(2)","27-Jan-2021, 20-22"
"ORTINLABSS","Ortin Laboratories Limited","Sanka Rajeshwari","23-JAN-2021 to 23-JAN-2021",,"20338","18772","Reg29(2)","27-Jan-2021, 20-20"
"ORTINLABSS","Ortin Laboratories Limited","Krishna Karthik Sanka","23-JAN-2021 to 23-JAN-2021",,"31200","28800","Reg29(2)","27-Jan-2021, 20-20"
"ORTINLABSS","Ortin Laboratories Limited","Sanka Ravi Sankar","23-JAN-2021 to 23-JAN-2021",,"44200","40800","Reg29(2)","27-Jan-2021, 20-20"
"ORTINLABSS","Ortin Laboratories Limited","Sanka Hema Kumari","23-JAN-2021 to 23-JAN-2021",,"57304","52896","Reg29(2)","27-Jan-2021, 20-18"
"ORTINLABSS","Ortin Laboratories Limited","Sanka Tandav Krishna","23-JAN-2021 to 23-JAN-2021",,"47138","43512","Reg29(2)","27-Jan-2021, 20-18"
"ORTINLABSS","Ortin Laboratories Limited","Lakshmi Sravani Dasari","23-JAN-2021 to 23-JAN-2021",,"45500","42000","Reg29(2)","27-Jan-2021, 20-14"
"ORTINLABSS","Ortin Laboratories Limited","Sanka Venkata Sujatha","23-JAN-2021 to 23-JAN-2021",,"63856","58944","Reg29(2)","27-Jan-2021, 20-12"
"ORTINLABSS","Ortin Laboratories Limited","Sanka Srinivas Kumar","23-JAN-2021 to 23-JAN-2021",,"128296","118427","Reg29(2)","27-Jan-2021, 20-10"
"ORTINLABSS","Ortin Laboratories Limited","Sanka Sarath Kumar","23-JAN-2021 to 23-JAN-2021",,"62504","57696","Reg29(2)","27-Jan-2021, 20-10"
"ORTINLABSS","Ortin Laboratories Limited","Sanka Balaji Venkateswarlu","23-JAN-2021 to 23-JAN-2021",,"82071","75756","Reg29(2)","27-Jan-2021, 20-06"
"ORTINLABSS","Ortin Laboratories Limited","S Murali Krsihna Murthy","23-JAN-2021 to 23-JAN-2021",,"74607","68868","Reg29(2)","27-Jan-2021, 19-42"
"ADANIPORTS","Adani Ports and Special Economic Zone Limited","Catalyst Trusteeship Limited","22-JAN-2021 to 22-JAN-2021",,"143070000","0","Reg29(2)","27-Jan-2021, 19-36"
"CASTROLIND","Castrol India Limited","Life Insurance Corporation of India","25-JAN-2018 to 22-JAN-2021","19786817",,"109321029","Reg29(2)","27-Jan-2021, 18-16"
"DRL","Dhanuka Realty Limited","Girish Chandra Dhanuka","22-JAN-2021 to 22-JAN-2021",,"1016710","0","Reg29(2)","27-Jan-2021, 18-14"
"DRL","Dhanuka Realty Limited","Yogesh Dhanuka","22-JAN-2021 to 22-JAN-2021","3219330",,"4320040","Reg29(2)","27-Jan-2021, 18-14"
